"";"Degree";"Closeness";"Betweenness";"Eigenvector";"PageRank"
"1";0;NA;0;1,24528225851024e-18;0,00541052431093055
"2";0;NA;0;1,24528225851024e-18;0,00541052431093055
"3";7;0,142857142857143;25,5;1;0,0212766090547469
"4";0;NA;0;1,24528225851024e-18;0,00541052431093055
"5";0;NA;0;1,24528225851024e-18;0,00541052431093055
"6";1;0,166666666666667;0;4,18233833016029e-17;0,00541052431093055
"7";0;NA;0;1,24528225851024e-18;0,00541052431093055
"8";0;NA;0;1,24528225851024e-18;0,00541052431093055
"9";0;NA;0;1,24528225851024e-18;0,00541052431093055
"10";0;NA;0;1,24528225851024e-18;0,00541052431093055
"11";3;1;4;0,438483863663163;0,0179923944480568
"12";0;NA;0;1,24528225851024e-18;0,00541052431093055
"13";0;NA;0;1,24528225851024e-18;0,00541052431093055
"14";0;NA;0;1,24528225851024e-18;0,00541052431093055
"15";0;NA;0;1,24528225851024e-18;0,00541052431093055
"16";0;NA;0;1,24528225851024e-18;0,00541052431093055
"17";0;NA;0;1,24528225851024e-18;0,00541052431093055
"18";0;NA;0;1,24528225851024e-18;0,00541052431093055
"19";0;NA;0;1,24528225851024e-18;0,00541052431093055
"20";0;NA;0;1,24528225851024e-18;0,00541052431093055
"21";0;NA;0;1,24528225851024e-18;0,00541052431093055
"22";0;NA;0;1,24528225851024e-18;0,00541052431093055
"23";0;NA;0;1,24528225851024e-18;0,00541052431093055
"24";0;NA;0;1,24528225851024e-18;0,00541052431093055
"25";0;NA;0;1,24528225851024e-18;0,00541052431093055
"26";0;NA;0;1,24528225851024e-18;0,00541052431093055
"27";0;NA;0;1,24528225851024e-18;0,00541052431093055
"28";0;NA;0;1,24528225851024e-18;0,00541052431093055
"29";0;NA;0;1,24528225851024e-18;0,00541052431093055
"30";0;NA;0;1,24528225851024e-18;0,00541052431093055
"31";0;NA;0;1,24528225851024e-18;0,00541052431093055
"32";1;1;0;0,147858183857351;0,00541052431093055
"33";0;NA;0;1,24528225851024e-18;0,00541052431093055
"34";0;NA;0;1,24528225851024e-18;0,00541052431093055
"35";0;NA;0;1,24528225851024e-18;0,00541052431093055
"36";0;NA;0;1,24528225851024e-18;0,00541052431093055
"37";0;NA;0;1,24528225851024e-18;0,00541052431093055
"38";0;NA;0;1,24528225851024e-18;0,00541052431093055
"39";1;NA;0;7,80471904028727e-17;0,0172413120323191
"40";0;NA;0;1,24528225851024e-18;0,00541052431093055
"41";0;NA;0;1,24528225851024e-18;0,00541052431093055
"42";5;NA;0;0,574396399702933;0,0312267443418971
"43";2;0,037037037037037;0;0,0627171458323697;0,00541052431093055
"44";0;NA;0;1,24528225851024e-18;0,00541052431093055
"45";4;0,142857142857143;8;0,754665530274496;0,0114388968764385
"46";0;NA;0;1,24528225851024e-18;0,00541052431093055
"47";0;NA;0;1,24528225851024e-18;0,00541052431093055
"48";0;NA;0;1,24528225851024e-18;0,00541052431093055
"49";0;NA;0;1,24528225851024e-18;0,00541052431093055
"50";0;NA;0;1,24528225851024e-18;0,00541052431093055
"51";0;NA;0;1,24528225851024e-18;0,00541052431093055
"52";0;NA;0;1,24528225851024e-18;0,00541052431093055
"53";0;NA;0;1,24528225851024e-18;0,00541052431093055
"54";0;NA;0;1,24528225851024e-18;0,00541052431093055
"55";0;NA;0;1,24528225851024e-18;0,00541052431093055
"56";0;NA;0;1,24528225851024e-18;0,00541052431093055
"57";0;NA;0;1,24528225851024e-18;0,00541052431093055
"58";0;NA;0;1,24528225851024e-18;0,00541052431093055
"59";0;NA;0;1,24528225851024e-18;0,00541052431093055
"60";0;NA;0;1,24528225851024e-18;0,00541052431093055
"61";0;NA;0;1,24528225851024e-18;0,00541052431093055
"62";0;NA;0;1,24528225851024e-18;0,00541052431093055
"63";0;NA;0;1,24528225851024e-18;0,00541052431093055
"64";0;NA;0;1,24528225851024e-18;0,00541052431093055
"65";4;0,1;0;0,633414908018174;0,00541052431093055
"66";0;NA;0;1,24528225851024e-18;0,00541052431093055
"67";0;NA;0;1,24528225851024e-18;0,00541052431093055
"68";1;1;0;0,108502789969896;0,00541052431093055
"69";0;NA;0;1,24528225851024e-18;0,00541052431093055
"70";0;NA;0;1,24528225851024e-18;0,00541052431093055
"71";1;NA;0;0,0295063522163409;0,00868727309673787
"72";0;NA;0;1,24528225851024e-18;0,00541052431093055
"73";3;0,0476190476190476;6;0,114625663857633;0,00770999714307604
"74";0;NA;0;1,24528225851024e-18;0,00541052431093055
"75";0;NA;0;1,24528225851024e-18;0,00541052431093055
"76";2;1;1;0,0708450231638952;0,00694350619902754
"77";0;NA;0;1,24528225851024e-18;0,00541052431093055
"78";0;NA;0;1,24528225851024e-18;0,00541052431093055
"79";0;NA;0;1,24528225851024e-18;0,00541052431093055
"80";3;0,0769230769230769;15;0,353071898632907;0,0102202549848349
"81";0;NA;0;1,24528225851024e-18;0,00541052431093055
"82";1;1;0;1,02260402092145e-16;0,00541052431093055
"83";0;NA;0;1,24528225851024e-18;0,00541052431093055
"84";0;NA;0;1,24528225851024e-18;0,00541052431093055
"85";0;NA;0;1,24528225851024e-18;0,00541052431093055
"86";0;NA;0;1,24528225851024e-18;0,00541052431093055
"87";0;NA;0;1,24528225851024e-18;0,00541052431093055
"88";0;NA;0;1,24528225851024e-18;0,00541052431093055
"89";1;NA;0;0,0182365635748467;0,011312504580104
"90";0;NA;0;1,24528225851024e-18;0,00541052431093055
"91";0;NA;0;1,24528225851024e-18;0,00541052431093055
"92";0;NA;0;1,24528225851024e-18;0,00541052431093055
"93";0;NA;0;1,24528225851024e-18;0,00541052431093055
"94";0;NA;0;1,24528225851024e-18;0,00541052431093055
"95";0;NA;0;1,24528225851024e-18;0,00541052431093055
"96";0;NA;0;1,24528225851024e-18;0,00541052431093055
"97";0;NA;0;1,24528225851024e-18;0,00541052431093055
"98";0;NA;0;1,24528225851024e-18;0,00541052431093055
"99";1;NA;0;1,24327316045338e-16;0,0100094699752215
"100";0;NA;0;1,24528225851024e-18;0,00541052431093055
"101";0;NA;0;1,24528225851024e-18;0,00541052431093055
"102";0;NA;0;1,24528225851024e-18;0,00541052431093055
"103";3;0,05;0;0,256980710035599;0,00541052431093055
"104";2;1;2;1,32705000570726e-16;0,0139185737898688
"105";0;NA;0;1,24528225851024e-18;0,00541052431093055
"106";0;NA;0;1,24528225851024e-18;0,00541052431093055
"107";0;NA;0;1,24528225851024e-18;0,00541052431093055
"108";0;NA;0;1,24528225851024e-18;0,00541052431093055
"109";0;NA;0;1,24528225851024e-18;0,00541052431093055
"110";0;NA;0;1,24528225851024e-18;0,00541052431093055
"111";0;NA;0;1,24528225851024e-18;0,00541052431093055
"112";3;0,0833333333333333;0,5;0,528968102618089;0,0065602607270033
"113";3;NA;0;0,421509383454619;0,0188259533497095
"114";0;NA;0;1,24528225851024e-18;0,00541052431093055
"115";0;NA;0;1,24528225851024e-18;0,00541052431093055
"116";0;NA;0;1,24528225851024e-18;0,00541052431093055
"117";0;NA;0;1,24528225851024e-18;0,00541052431093055
"118";0;NA;0;1,24528225851024e-18;0,00541052431093055
"119";0;NA;0;1,24528225851024e-18;0,00541052431093055
"120";0;NA;0;1,24528225851024e-18;0,00541052431093055
"121";0;NA;0;1,24528225851024e-18;0,00541052431093055
"122";0;NA;0;1,24528225851024e-18;0,00541052431093055
"123";2;0,333333333333333;2;0,129016600817497;0,00770999714307604
"124";2;0,333333333333333;2;1,35975549501894e-16;0,0100094699752215
"125";0;NA;0;1,24528225851024e-18;0,00541052431093055
"126";0;NA;0;1,24528225851024e-18;0,00541052431093055
"127";0;NA;0;1,24528225851024e-18;0,00541052431093055
"128";0;NA;0;1,24528225851024e-18;0,00541052431093055
"129";0;NA;0;1,24528225851024e-18;0,00541052431093055
"130";0;NA;0;1,24528225851024e-18;0,00541052431093055
"131";0;NA;0;1,24528225851024e-18;0,00541052431093055
"132";0;NA;0;1,24528225851024e-18;0,00541052431093055
"133";2;NA;0;0,357312568045371;0,00980128150866087
"134";0;NA;0;1,24528225851024e-18;0,00541052431093055
"135";0;NA;0;1,24528225851024e-18;0,00541052431093055
"136";0;NA;0;1,24528225851024e-18;0,00541052431093055
"137";0;NA;0;1,24528225851024e-18;0,00541052431093055
"138";0;NA;0;1,24528225851024e-18;0,00541052431093055
"139";0;NA;0;1,24528225851024e-18;0,00541052431093055
"140";0;NA;0;1,24528225851024e-18;0,00541052431093055
"141";0;NA;0;1,24528225851024e-18;0,00541052431093055
"142";0;NA;0;1,24528225851024e-18;0,00541052431093055
"143";0;NA;0;1,24528225851024e-18;0,00541052431093055
"144";0;NA;0;1,24528225851024e-18;0,00541052431093055
"145";0;NA;0;1,24528225851024e-18;0,00541052431093055
"146";0;NA;0;1,24528225851024e-18;0,00541052431093055
"147";0;NA;0;1,24528225851024e-18;0,00541052431093055
"148";0;NA;0;1,24528225851024e-18;0,00541052431093055
"149";0;NA;0;1,24528225851024e-18;0,00541052431093055
"150";0;NA;0;1,24528225851024e-18;0,00541052431093055
"151";0;NA;0;1,24528225851024e-18;0,00541052431093055
"152";0;NA;0;1,24528225851024e-18;0,00541052431093055
"153";0;NA;0;1,24528225851024e-18;0,00541052431093055
"154";0;NA;0;1,24528225851024e-18;0,00541052431093055
"155";0;NA;0;1,24528225851024e-18;0,00541052431093055
"156";0;NA;0;1,24528225851024e-18;0,00541052431093055
"157";0;NA;0;1,24528225851024e-18;0,00541052431093055
"158";0;NA;0;1,24528225851024e-18;0,00541052431093055
"159";0;NA;0;1,24528225851024e-18;0,00541052431093055
"160";0;NA;0;1,24528225851024e-18;0,00541052431093055
"161";0;NA;0;1,24528225851024e-18;0,00541052431093055
